uuid,source_dir,index,json_file,visual_glb,collision_glb,image_file
2dcf64d5-c90f-45d9-95ab-5bea66d32a25,001_bottle,16,model_data16.json,base16.glb,base16.glb,base16.jpg
2131c7c3-e6dd-4b63-8998-cc5ce062b2b9,001_bottle,17,model_data17.json,base17.glb,base17.glb,base17.jpg
9fad6922-f48d-4a1b-8aeb-1a1c510c612b,001_bottle,18,model_data18.json,base18.glb,base18.glb,base18.jpg
b6770f36-afd1-41ba-8bc6-d69423c8a832,001_bottle,19,model_data19.json,base19.glb,base19.glb,base19.jpg
a0b4a7b1-38ff-4664-ba4b-8bfae05d5145,001_bottle,20,model_data20.json,base20.glb,base20.glb,base20.jpg
291289b6-a2dd-4d98-b4e1-e5f4fee17e1e,001_bottle,21,model_data21.json,base21.glb,base21.glb,base21.jpg
915258ab-0936-4631-b45b-fe54ec538f0e,001_bottle,22,model_data22.json,base22.glb,base22.glb,base22.jpg
c00cd1d5-b6ce-4d7f-a1dc-49f200b386e5,002_bowl,1,model_data1.json,base1.glb,base1.glb,base1.jpg
f839150a-7969-4c10-a074-7593a4291e92,002_bowl,2,model_data2.json,base2.glb,base2.glb,base2.jpg
4db38094-3303-4b8f-80d0-d51099710d66,002_bowl,3,model_data3.json,base3.glb,base3.glb,base3.jpg
9ec93162-0033-458d-b055-921b40defe5d,002_bowl,4,model_data4.json,base4.glb,base4.glb,base4.jpg
24ded17d-28ce-42d9-8919-b52edcb16e2e,002_bowl,5,model_data5.json,base5.glb,base5.glb,base5.jpg
1036903a-a13e-43f5-a0ca-5cb876f81e8f,002_bowl,6,model_data6.json,base6.glb,base6.glb,base6.jpg
c39455d5-61cd-429b-bd27-3db830020d48,002_bowl,7,model_data7.json,base7.glb,base7.glb,base7.jpg
cdc4345a-0cf1-4819-80a3-cd4f45f162bc,003_plate,0,model_data0.json,base0.glb,base0.glb,base0.jpg
fc7caeed-3e72-4156-9fbc-86d9557fbf39,004_fluted-block,0,model_data0.json,base0.glb,base0.glb,base0.jpg
bea82e2a-170b-4be8-80ab-4134038e9ed2,004_fluted-block,1,model_data1.json,base1.glb,base1.glb,base1.jpg
bfb6999e-8d78-47c1-8a1b-8d9a9a922ea1,005_french-fries,0,model_data0.json,base0.glb,base0.glb,base0.jpg
00e0cb65-d493-4123-8352-042b3c890d20,005_french-fries,1,model_data1.json,base1.glb,base1.glb,base1.jpg
34a061d7-fb39-4e48-873c-04977bd4f204,005_french-fries,2,model_data2.json,base2.glb,base2.glb,base2.jpg
53b47d94-205a-4162-a03f-aa07662e0efa,005_french-fries,3,model_data3.json,base3.glb,base3.glb,base3.jpg
8cd42d30-5172-47cf-9018-6468d3703052,006_hamburg,0,model_data0.json,base0.glb,base0.glb,base0.jpg
00f4a665-4877-4d95-ab14-5d4e6a0b1c3d,006_hamburg,1,model_data1.json,base1.glb,base1.glb,base1.jpg
6bd2a2c4-7692-4831-a17c-4df3893501aa,006_hamburg,2,model_data2.json,base2.glb,base2.glb,base2.jpg
c8a48ed4-ef9e-4e17-bccb-30a9e04261d2,006_hamburg,3,model_data3.json,base3.glb,base3.glb,base3.jpg
e8a0216b-4769-41d5-93ed-3a0a2157a936,006_hamburg,4,model_data4.json,base4.glb,base4.glb,base4.jpg
4f5e4237-4139-44a3-9ccf-83ba9c239970,006_hamburg,5,model_data5.json,base5.glb,base5.glb,base5.jpg
87315c78-824b-4a58-b4a3-183bc323a931,007_shoe-box,0,model_data0.json,base0.glb,base0.glb,base0.jpg
9c8cd5b3-2c1e-42ff-8497-2bad90ab50e6,008_tray,0,model_data0.json,base0.glb,base0.glb,base0.jpg
26fcc9be-ab6f-4307-ba7c-2cbb29e2b00b,008_tray,1,model_data1.json,base1.glb,base1.glb,base1.jpg
67d1936e-e52f-4566-a7b7-4b4f6b3fced0,008_tray,2,model_data2.json,base2.glb,base2.glb,base2.jpg
9a29dc58-71ae-4ef0-9024-3609050c9b8d,008_tray,3,model_data3.json,base3.glb,base3.glb,base3.jpg
d1a1a32c-104c-41ee-b542-af68703f6eb7,011_dustbin,0,model_data0.json,base0.glb,base0.glb,base0.jpg
2cb18a27-6321-4db7-94c2-b34118ca589c,012_plant-pot,0,model_data0.json,base0.glb,base0.glb,base0.jpg
e9624bd7-3b56-4c7f-87bd-bf48387f91a0,012_plant-pot,1,model_data1.json,base1.glb,base1.glb,base1.jpg
38bd1dfc-772e-423b-85b0-4dfae46b1fa9,012_plant-pot,2,model_data2.json,base2.glb,base2.glb,base2.jpg
47fa5a0b-7799-4edf-a0d0-24224f31bc1c,012_plant-pot,3,model_data3.json,base3.glb,base3.glb,base3.jpg
888b3bb4-d320-4df6-9c87-09002c9ab036,012_plant-pot,4,model_data4.json,base4.glb,base4.glb,base4.jpg
bc108c0d-d286-432f-b33d-184acc6608d0,013_dumbbell-rack,0,model_data0.json,base0.glb,base0.glb,base0.jpg
a25c3b24-4e1a-45ed-926b-56e5529862ac,013_dumbbell-rack,1,model_data1.json,base1.glb,base1.glb,base1.jpg
dda7e515-dae3-4d63-966e-9f5226ab768e,013_dumbbell-rack,2,model_data2.json,base2.glb,base2.glb,base2.jpg
a3164674-0a5a-4671-8df7-b1fdb1e753ec,013_dumbbell-rack,3,model_data3.json,base3.glb,base3.glb,base3.jpg
4bf08ba2-e6c6-4944-a37c-57f55f4b0269,014_bookcase,0,model_data0.json,base0.glb,base0.glb,base0.jpg
362c493c-49b5-43b4-ab9f-7177121c2a50,014_bookcase,1,model_data1.json,base1.glb,base1.glb,base1.jpg
0ae74b7a-1318-4ece-b44b-eb8e116d8d9c,014_bookcase,2,model_data2.json,base2.glb,base2.glb,base2.jpg
1eb2910b-99a4-471c-9956-c85860de5bf1,014_bookcase,3,model_data3.json,base3.glb,base3.glb,base3.jpg
e3f65160-6017-44f3-8962-6d217f01fd82,017_calculator,0,model_data0.json,base0.glb,base0.glb,base0.jpg
2381b44a-f59f-4e34-8bb1-62ea860dac12,017_calculator,1,model_data1.json,base1.glb,base1.glb,base1.jpg
9a5dcdc3-823a-4d5c-90e2-1e968b099cf6,017_calculator,2,model_data2.json,base2.glb,base2.glb,base2.jpg
364ce918-c21f-44cb-9c84-9257a8618a82,017_calculator,3,model_data3.json,base3.glb,base3.glb,base3.jpg
aa59cd4b-fb57-4bcd-95b3-23a05de76ae5,017_calculator,4,model_data4.json,base4.glb,base4.glb,base4.jpg
b5017a03-f2f5-46e5-919c-24f09e6048a6,017_calculator,5,model_data5.json,base5.glb,base5.glb,base5.jpg
d23c4089-42c9-4621-8bdf-d08f13e70be1,018_microphone,0,model_data0.json,base0.glb,base0.glb,base0.jpg
1af25463-feca-40dc-934a-a356e7386d97,018_microphone,1,model_data1.json,base1.glb,base1.glb,base1.jpg
6958ce70-e2e2-4944-968c-5f2875f2a83a,018_microphone,4,model_data4.json,base4.glb,base4.glb,base4.jpg
40ccb914-9ffe-4632-bd25-3c92e54d34ca,018_microphone,5,model_data5.json,base5.glb,base5.glb,base5.jpg
d8bda831-e6af-4b92-8e86-4530352f2399,019_coaster,0,model_data0.json,base0.glb,base0.glb,base0.jpg
cce961d0-3edb-4e44-aaf1-b17dc0eefac2,020_hammer,0,model_data0.json,base0.glb,base0.glb,base0.jpg
a2d178b1-4464-44b6-9906-e0713eef7e34,021_cup,0,model_data0.json,base0.glb,base0.glb,base0.jpg
c090cb68-7cf8-4972-b132-240017b33d2c,021_cup,1,model_data1.json,base1.glb,base1.glb,base1.jpg
e0dddf95-df4b-4949-88d1-6e72e9de6923,021_cup,2,model_data2.json,base2.glb,base2.glb,base2.jpg
289df513-189f-40c0-926b-935c3fd08c04,021_cup,3,model_data3.json,base3.glb,base3.glb,base3.jpg
adffb7e6-ef19-475e-9acf-6994ae99dc9c,021_cup,4,model_data4.json,base4.glb,base4.glb,base4.jpg
cdbfc486-7b75-45ba-ae7d-fa7d62f1199b,021_cup,5,model_data5.json,base5.glb,base5.glb,base5.jpg
9dcb5103-8eca-4280-95ed-c3fddf712f95,021_cup,6,model_data6.json,base6.glb,base6.glb,base6.jpg
9cb67709-0190-49db-8d1a-980ac42042fe,021_cup,7,model_data7.json,base7.glb,base7.glb,base7.jpg
f189ec6b-31b3-4749-9a11-12ba108258b5,021_cup,8,model_data8.json,base8.glb,base8.glb,base8.jpg
ef0a89e6-3a1c-4726-9691-d1f65df96f39,021_cup,9,model_data9.json,base9.glb,base9.glb,base9.jpg
283148cf-3467-4b5c-a7bf-75bf7de763c5,021_cup,10,model_data10.json,base10.glb,base10.glb,base10.jpg
8efd63c7-6408-4829-907a-47a3479daead,021_cup,11,model_data11.json,base11.glb,base11.glb,base11.jpg
5aaf90c4-330e-48b6-ad96-13558e1346be,021_cup,12,model_data12.json,base12.glb,base12.glb,base12.jpg
cc2089af-7057-480a-8576-1580355cfb68,022_cup-with-liquid,0,model_data0.json,base0.glb,base0.glb,base0.jpg
3b3b9afc-bbbb-46bf-8637-d5b6a674c74a,023_tissue-box,0,model_data0.json,base0.glb,base0.glb,base0.jpg
51b69a7e-7958-4413-b268-7cb4a59babf3,023_tissue-box,1,model_data1.json,base1.glb,base1.glb,base1.jpg
82747666-28df-40d9-86dd-8e409478510a,023_tissue-box,2,model_data2.json,base2.glb,base2.glb,base2.jpg
4ef259aa-64bf-470d-91d4-777e185515cf,023_tissue-box,3,model_data3.json,base3.glb,base3.glb,base3.jpg
dd10bdd9-7d1b-4224-9967-c02e2197f576,023_tissue-box,4,model_data4.json,base4.glb,base4.glb,base4.jpg
9472821d-6a35-40c4-be11-e7f2761796b7,023_tissue-box,5,model_data5.json,base5.glb,base5.glb,base5.jpg
3f66d83e-e56c-4a69-af87-a604dcf7341d,023_tissue-box,6,model_data6.json,base6.glb,base6.glb,base6.jpg
1541929d-1f53-4743-ad60-d6a938e875c3,024_scanner,0,model_data0.json,base0.glb,base0.glb,base0.jpg
a005af9f-7f42-4dc0-b14c-786ba2427b80,024_scanner,1,model_data1.json,base1.glb,base1.glb,base1.jpg
5cd624f0-e80d-4a59-9599-509776df7c74,024_scanner,2,model_data2.json,base2.glb,base2.glb,base2.jpg
9e1715bc-07b7-4e7d-9c67-f7c8d6105ba5,024_scanner,3,model_data3.json,base3.glb,base3.glb,base3.jpg
9bf6b4ef-2844-4663-9f4c-980f25065e1a,024_scanner,4,model_data4.json,base4.glb,base4.glb,base4.jpg
64af2dd2-ed7c-4dea-8137-5663fb8c5f2c,025_chips-tub,0,model_data0.json,base0.glb,base0.glb,base0.jpg
3e50f415-f3b4-461c-aa3f-94bd6e3c4d16,025_chips-tub,1,model_data1.json,base1.glb,base1.glb,base1.jpg
21e0805c-cbfa-45e9-960c-08319638e987,025_chips-tub,2,model_data2.json,base2.glb,base2.glb,base2.jpg
c4818850-fb9b-4197-885f-cb96500ce9e7,025_chips-tub,3,model_data3.json,base3.glb,base3.glb,base3.jpg
2f0604dc-b4ef-434f-9756-5b5046efa2b7,026_pet-collar,0,model_data0.json,base0.glb,base0.glb,base0.jpg
9a90481b-9b64-47ce-b352-40615cd65da2,026_pet-collar,1,model_data1.json,base1.glb,base1.glb,base1.jpg
dbd50f81-9aa0-4c90-9a44-59fd85d3872c,026_pet-collar,2,model_data2.json,base2.glb,base2.glb,base2.jpg
2be36f9c-ee68-4872-9b3f-a83265fdb165,026_pet-collar,3,model_data3.json,base3.glb,base3.glb,base3.jpg
c2cd9821-74d6-4095-b34f-eb2b81dd975d,027_table-tennis,0,model_data0.json,base0.glb,base0.glb,base0.jpg
e1a2438d-af89-422f-aed5-0bdc73d17a9e,027_table-tennis,1,model_data1.json,base1.glb,base1.glb,base1.jpg
b93bcee0-b3dd-4468-a990-12f0aa2420a8,028_roll-paper,0,model_data0.json,base0.glb,base0.glb,base0.jpg
52b1a695-7027-46a9-9482-66ee7268820b,028_roll-paper,1,model_data1.json,base1.glb,base1.glb,base1.jpg
0ef2521c-4184-415a-bb4c-c1ec72c02e4e,028_roll-paper,2,model_data2.json,base2.glb,base2.glb,base2.jpg
d64dbf1c-1834-4b0f-9041-f338b38d9767,028_roll-paper,3,model_data3.json,base3.glb,base3.glb,base3.jpg
70d29151-b912-4ef5-9d6e-b9f8e85970ee,029_olive-oil,0,model_data0.json,base0.glb,base0.glb,base0.jpg
eb75d6c1-5f93-410f-bfc8-09d90c71757a,029_olive-oil,1,model_data1.json,base1.glb,base1.glb,base1.jpg
cbace341-2b85-4a3a-95e8-f141af51e0ca,029_olive-oil,2,model_data2.json,base2.glb,base2.glb,base2.jpg
3745c9b6-2bfb-4b61-94c9-13879a1c2488,029_olive-oil,3,model_data3.json,base3.glb,base3.glb,base3.jpg
a352d70c-fdeb-4b06-bafb-99e12cdcd5d6,029_olive-oil,4,model_data4.json,base4.glb,base4.glb,base4.jpg
dbac2613-2280-47da-a810-55d149eb48da,030_drill,0,model_data0.json,base0.glb,base0.glb,base0.jpg
27438658-a2bc-4214-bf90-316cdf06f084,030_drill,1,model_data1.json,base1.glb,base1.glb,base1.jpg
963ee828-19ce-4b1e-959d-373888d30af5,030_drill,2,model_data2.json,base2.glb,base2.glb,base2.jpg
0b4b8a67-3b2c-4956-a666-d6e72eb25049,030_drill,3,model_data3.json,base3.glb,base3.glb,base3.jpg
424e6589-fbb0-422d-94fc-3d0568f92fe3,030_drill,4,model_data4.json,base4.glb,base4.glb,base4.jpg
2e32e3c3-d974-4748-8811-ee941d6cc3bd,030_drill,5,model_data5.json,base5.glb,base5.glb,base5.jpg
da8f6630-7f1f-46b8-9285-2a9b106d34c1,030_drill,6,model_data6.json,base6.glb,base6.glb,base6.jpg
6fc6d47f-3c92-4c32-aeb6-bd0d403b9099,031_jam-jar,0,model_data0.json,base0.glb,base0.glb,base0.jpg
e17590aa-e0fe-4332-838a-cd9e527bf7b0,031_jam-jar,1,model_data1.json,base1.glb,base1.glb,base1.jpg
3322d5ae-e950-42fd-bb2e-9f610b48729a,031_jam-jar,2,model_data2.json,base2.glb,base2.glb,base2.jpg
3be9adc6-9761-4097-9ba0-ba1bb102205e,031_jam-jar,3,model_data3.json,base3.glb,base3.glb,base3.jpg
46fd9937-393f-487f-9101-84b9b2dc0f7d,031_jam-jar,4,model_data4.json,base4.glb,base4.glb,base4.jpg
0c28b085-43bd-4481-a46a-2173f3daa102,032_screwdriver,0,model_data0.json,base0.glb,base0.glb,base0.jpg
5d132a45-2620-4f1a-88f5-756b7e5c262b,033_fork,0,model_data0.json,base0.glb,base0.glb,base0.jpg
76b433a0-90ac-4f80-81f4-9dd1303e9d8c,034_knife,0,model_data0.json,base0.glb,base0.glb,base0.jpg
9ccc5a88-6f11-4b1b-817b-84c0842b82b0,035_apple,0,model_data0.json,base0.glb,base0.glb,base0.jpg
51a535d1-7f85-44d4-970e-fa759f55b321,035_apple,1,model_data1.json,base1.glb,base1.glb,base1.jpg
f52c4d04-17a4-45dc-9351-162b5359b21c,038_milk-box,0,model_data0.json,base0.glb,base0.glb,base0.jpg
9181c2b6-39a8-4d26-b23c-2e3bb5a4dd04,038_milk-box,1,model_data1.json,base1.glb,base1.glb,base1.jpg
f9ed1031-8152-4576-b8c3-04100b85dba6,038_milk-box,2,model_data2.json,base2.glb,base2.glb,base2.jpg
8190badd-bf67-43cd-9e2e-b579125b2c79,038_milk-box,3,model_data3.json,base3.glb,base3.glb,base3.jpg
acaa193f-5c10-4840-936a-7b0b9bb8f59a,039_mug,0,model_data0.json,base0.glb,base0.glb,base0.jpg
fdfa1a4c-7270-416d-b483-2847c7f37259,039_mug,1,model_data1.json,base1.glb,base1.glb,base1.jpg
00bbcdaf-fd7e-42bb-b17a-48ab081971f0,039_mug,2,model_data2.json,base2.glb,base2.glb,base2.jpg
84450536-e5a3-4a64-87f1-4c1b5b48b606,039_mug,3,model_data3.json,base3.glb,base3.glb,base3.jpg
e84b038e-0cde-4bb6-b640-b9a3737b1207,039_mug,4,model_data4.json,base4.glb,base4.glb,base4.jpg
e2862e42-2e1d-4ef4-b924-92ccce94a365,039_mug,5,model_data5.json,base5.glb,base5.glb,base5.jpg
70802ab6-3c01-48f8-a446-b6ffb262cf9e,039_mug,6,model_data6.json,base6.glb,base6.glb,base6.jpg
97a6b9f6-202f-488d-ab99-b24f4c4d7915,039_mug,7,model_data7.json,base7.glb,base7.glb,base7.jpg
c7bfc0e8-cb8d-4906-bdf0-0215a06b52b5,039_mug,8,model_data8.json,base8.glb,base8.glb,base8.jpg
e899b38d-c725-432d-a805-09673409d0d1,039_mug,9,model_data9.json,base9.glb,base9.glb,base9.jpg
c755aa15-67eb-404c-b576-770c83c6bf46,039_mug,10,model_data10.json,base10.glb,base10.glb,base10.jpg
ff18047a-6f25-42ab-9988-d592dc1db04d,039_mug,11,model_data11.json,base11.glb,base11.glb,base11.jpg
3b4ec10f-dfeb-4e8d-8fc9-273694c35286,039_mug,12,model_data12.json,base12.glb,base12.glb,base12.jpg
c233e28d-badc-4dea-9918-4db7ca99c418,040_rack,0,model_data0.json,base0.glb,base0.glb,base0.jpg
0fa5b250-500c-4af1-93ed-09fc4a947d29,041_shoe,0,model_data0.json,base0.glb,base0.glb,base0.jpg
01237be2-356a-4a66-8084-337fba056eb3,041_shoe,1,model_data1.json,base1.glb,base1.glb,base1.jpg
2b439d93-45e9-45ba-b7d5-a72675f8e691,041_shoe,2,model_data2.json,base2.glb,base2.glb,base2.jpg
212ce446-e01a-4ab7-ae3b-a5dcd1f683e6,041_shoe,3,model_data3.json,base3.glb,base3.glb,base3.jpg
973725a9-1523-4314-b9b1-a61e2ea9f704,041_shoe,4,model_data4.json,base4.glb,base4.glb,base4.jpg
8eda1b14-49d7-403e-8977-45d335569354,041_shoe,5,model_data5.json,base5.glb,base5.glb,base5.jpg
df190a8c-16c2-4f91-bb24-0b784c41215d,041_shoe,6,model_data6.json,base6.glb,base6.glb,base6.jpg
73d7ad92-72f8-4f13-948c-f043724ec1d6,041_shoe,7,model_data7.json,base7.glb,base7.glb,base7.jpg
658a840e-50d7-48fd-afae-8da35165fcef,041_shoe,8,model_data8.json,base8.glb,base8.glb,base8.jpg
1363ec6e-875a-4d87-98c3-00e97e049307,041_shoe,9,model_data9.json,base9.glb,base9.glb,base9.jpg
e4ea0103-177b-4136-8edd-f828a9748d00,042_wooden_box,0,model_data0.json,base0.glb,base0.glb,base0.jpg
ff7e5a1f-13f2-4841-a163-d3f2404ec9f5,043_book,0,model_data0.json,base0.glb,base0.glb,base0.jpg
53356b06-2f35-4b0a-89bd-a0d1420a8bb7,043_book,1,model_data1.json,base1.glb,base1.glb,base1.jpg
bbb7f81e-809f-4f86-85d1-5e6b2ed8f010,045_sand-clock,0,model_data0.json,base0.glb,base0.glb,base0.jpg
0ce24e43-0746-4535-8fb1-5f53e7711f5e,045_sand-clock,1,model_data1.json,base1.glb,base1.glb,base1.jpg
ee3c8661-073f-4fa9-a9e2-1f1b8509932e,045_sand-clock,3,model_data3.json,base3.glb,base3.glb,base3.jpg
30449f30-9ae5-427b-b57e-a0a3c23173ed,046_alarm-clock,0,model_data0.json,base0.glb,base0.glb,base0.jpg
4934dcf1-8249-4af1-8bc8-9794dd860603,046_alarm-clock,1,model_data1.json,base1.glb,base1.glb,base1.jpg
ff4062d3-7dd5-48db-a232-a2bf12da549d,046_alarm-clock,2,model_data2.json,base2.glb,base2.glb,base2.jpg
37d603e5-8ea7-40d6-a00f-fa88a1e0850b,046_alarm-clock,3,model_data3.json,base3.glb,base3.glb,base3.jpg
aca170f0-5d81-45c5-aab3-a4fc6cc7d1d7,046_alarm-clock,4,model_data4.json,base4.glb,base4.glb,base4.jpg
5679f864-1909-4a41-8e1d-d1362999d26f,046_alarm-clock,5,model_data5.json,base5.glb,base5.glb,base5.jpg
6f85c453-d80c-4a93-833a-58280acfd1b6,047_mouse,0,model_data0.json,base0.glb,base0.glb,base0.jpg
72873ffe-eeb5-4ea3-a114-40111a7b2ac2,047_mouse,1,model_data1.json,base1.glb,base1.glb,base1.jpg
a36ed149-7072-4d16-965f-9e440a084084,047_mouse,2,model_data2.json,base2.glb,base2.glb,base2.jpg
e58f2fde-ed7e-461e-978c-850915f4c65d,048_stapler,0,model_data0.json,base0.glb,base0.glb,base0.jpg
cfefa6ed-5ff9-48d8-8fe5-ff357918ca0e,048_stapler,1,model_data1.json,base1.glb,base1.glb,base1.jpg
698dfdb7-1de9-4612-9da7-bed8ce5cdb17,048_stapler,2,model_data2.json,base2.glb,base2.glb,base2.jpg
f3bcb801-8c17-40e7-a922-dd5802c3af7f,048_stapler,3,model_data3.json,base3.glb,base3.glb,base3.jpg
2c62657d-d424-4d9d-97b8-43a4ef841b16,048_stapler,4,model_data4.json,base4.glb,base4.glb,base4.jpg
7d1e77e2-e8a8-43b5-9157-81b5ef43753b,048_stapler,5,model_data5.json,base5.glb,base5.glb,base5.jpg
216dc87d-7ee1-446f-af04-932a9d610af7,048_stapler,6,model_data6.json,base6.glb,base6.glb,base6.jpg
69ed29ce-1e23-4406-8fc7-c37b6922c529,049_shampoo,1,model_data1.json,base1.glb,base1.glb,base1.jpg
0d500fea-8569-4750-a1f3-d7d6d3e7fcb6,049_shampoo,2,model_data2.json,base2.glb,base2.glb,base2.jpg
11f8efd2-9160-4c32-b52e-df2ed0a677f4,049_shampoo,3,model_data3.json,base3.glb,base3.glb,base3.jpg
3a309199-b495-4d6f-a2b3-54ed7a6985a1,049_shampoo,4,model_data4.json,base4.glb,base4.glb,base4.jpg
16e9a99d-e07e-4b2b-b0a1-a6222c21f319,049_shampoo,5,model_data5.json,base5.glb,base5.glb,base5.jpg
5f639499-5145-4bb8-9108-3cdbd424f49f,049_shampoo,6,model_data6.json,base6.glb,base6.glb,base6.jpg
a3f168ee-3f1c-4a3c-820d-a73bd39be057,049_shampoo,7,model_data7.json,base7.glb,base7.glb,base7.jpg
67e76ce5-bf9c-48c9-b806-5ffb400f86bd,050_bell,0,model_data0.json,base0.glb,base0.glb,base0.jpg
8c8d5355-0fca-4490-8174-b5c53f2ef575,050_bell,1,model_data1.json,base1.glb,base1.glb,base1.jpg
2edd5e31-be93-48e5-96d2-70f10154bc32,051_candlestick,0,model_data0.json,base0.glb,base0.glb,base0.jpg
5c7377b2-c700-4939-be6e-74c30bba74e6,051_candlestick,1,model_data1.json,base1.glb,base1.glb,base1.jpg
5ef8dfdf-56ee-49cd-8c8b-438c02e0be0f,051_candlestick,2,model_data2.json,base2.glb,base2.glb,base2.jpg
ec1e9043-d1bb-4435-b0a9-c85b8260f7a0,051_candlestick,3,model_data3.json,base3.glb,base3.glb,base3.jpg
c35fb3e6-2042-4f34-84b4-f2390b4427ea,051_candlestick,4,model_data4.json,base4.glb,base4.glb,base4.jpg
5f5b7ff9-738b-4c90-a0c6-ca73f02467e0,052_dumbbell,0,model_data0.json,base0.glb,base0.glb,base0.jpg
08154c4d-8177-47dc-ade4-6f1a1a8de00f,052_dumbbell,1,model_data1.json,base1.glb,base1.glb,base1.jpg
e4b71acc-7255-401c-b511-a5c7f77c5d2d,052_dumbbell,2,model_data2.json,base2.glb,base2.glb,base2.jpg
c7ec4c10-8642-44a5-9d51-d59511ded902,052_dumbbell,3,model_data3.json,base3.glb,base3.glb,base3.jpg
bc3772c7-a57c-4ce3-a2b8-4f1711b257af,052_dumbbell,4,model_data4.json,base4.glb,base4.glb,base4.jpg
6fcfc758-44f8-4577-95ef-c8a64994f92e,052_dumbbell,5,model_data5.json,base5.glb,base5.glb,base5.jpg
0e59aaf0-6ef4-49c1-9a23-e0150096e0b1,052_dumbbell,6,model_data6.json,base6.glb,base6.glb,base6.jpg
bfaecde8-3211-402c-ab96-549006078ded,053_teanet,1,model_data1.json,base1.glb,base1.glb,base1.jpg
8e5b27f8-b8b4-41a1-9457-58d1fa2be9ea,053_teanet,4,model_data4.json,base4.glb,base4.glb,base4.jpg
f4ace86a-b64d-4471-9d0f-2cc38447f00f,053_teanet,5,model_data5.json,base5.glb,base5.glb,base5.jpg
5203f556-23d0-47eb-903c-688af7df35b3,053_teanet,6,model_data6.json,base6.glb,base6.glb,base6.jpg
50fa7d87-7967-4c5e-aa7c-9232aba630bd,053_teanet,7,model_data7.json,base7.glb,base7.glb,base7.jpg
7847a89e-c0cb-4f6c-ba4d-bf2c687b31f1,054_baguette,2,model_data2.json,base2.glb,base2.glb,base2.jpg
5babea6b-4833-43d4-9b5b-6d86ef7fa026,054_baguette,3,model_data3.json,base3.glb,base3.glb,base3.jpg
20daeed6-2a54-46c1-af59-f044bdfcb7ff,055_small-speaker,1,model_data1.json,base1.glb,base1.glb,base1.jpg
18cf78cc-e3d0-494b-a00b-7e4d0a80048b,055_small-speaker,2,model_data2.json,base2.glb,base2.glb,base2.jpg
196811db-cd1f-4f99-a06f-fb7688289718,055_small-speaker,3,model_data3.json,base3.glb,base3.glb,base3.jpg
ed304498-00db-4a04-adf6-65b04b7c583e,057_toycar,0,model_data0.json,base0.glb,base0.glb,base0.jpg
6dc46b28-7335-48a3-beeb-eed13394d315,057_toycar,1,model_data1.json,base1.glb,base1.glb,base1.jpg
6795515e-03f3-4b4e-a29c-a5dffd7106da,057_toycar,2,model_data2.json,base2.glb,base2.glb,base2.jpg
df142a62-589b-4304-839f-b31508886554,057_toycar,3,model_data3.json,base3.glb,base3.glb,base3.jpg
d0ce8a6c-5007-4574-add2-7f96eaed4db2,057_toycar,4,model_data4.json,base4.glb,base4.glb,base4.jpg
955bf165-b447-4c1c-9ee0-e0ee88935867,057_toycar,5,model_data5.json,base5.glb,base5.glb,base5.jpg
706fd1a1-11dd-432b-896d-902606ff9315,058_markpen,0,model_data0.json,base0.glb,base0.glb,base0.jpg
41c0270d-49cc-41ad-a2ab-6a8ae87c73d8,058_markpen,1,model_data1.json,base1.glb,base1.glb,base1.jpg
